# w,wstart,wend,fpfs,err
0.847666572531152,0.8417000119686127,0.8537000119686127,-5.214174828940997e-05,5.676054514608317e-05
0.8600483202703527,0.8537000119686127,0.866550013422966,5.6445500893856014e-05,5.4387216073641096e-05
0.8730462861067425,0.866550013422966,0.8799000084400177,8.783758689743485e-05,5.02405804660841e-05
0.886685067480958,0.8799000084400177,0.893449991941452,0.00015108469915529988,4.80525355634982e-05
0.9000833459963787,0.893449991941452,0.9067749977111816,4.814404110271035e-05,4.6042761956645244e-05
0.9091232731826698,0.9067749977111816,0.9201250076293945,0.00014842530417317289,4.42529188389132e-05
0.9159690483047892,0.9201250076293945,0.9339250028133392,0.0001507002153265623,4.279899738283827e-05
0.9270324534117375,0.9339250028133392,0.9477500021457672,0.00010269505149739435,4.200335375911323e-05
0.9410427547804868,0.9477500021457672,0.9618249982595444,0.00013238720447709883,3.958826039398109e-05
0.954786128033392,0.9618249982595444,0.9761249870061874,0.00012572360234177872,3.911486731574487e-05
0.9687325562226076,0.9761249870061874,0.990449994802475,0.00017393197377972387,3.665887303210791e-05
0.9833730739395911,0.990449994802475,1.0052499920129776,0.0001144638271126237,3.592979902090615e-05
0.9982348547468342,1.0052499920129776,1.020024985074997,0.00012488718327105148,3.4182828918844886e-05
1.0128134848177357,1.020024985074997,1.0348249971866608,0.000194108697433415,3.454444750276938e-05
1.0276075105375735,1.0348249971866608,1.05009999871254,0.000137929305393359,3.393154771009769e-05
1.0426151108862913,1.05009999871254,1.065874993801117,0.00018738203569168302,3.1407546553883375e-05
1.0578444448135704,1.065874993801117,1.0821250081062317,0.00020828470525586143,3.101601213550271e-05
1.0738317162608069,1.0821250081062317,1.0983500182628632,0.00019604230958846658,3.185775458841837e-05
1.0900606043744498,1.0983500182628632,1.1146000027656555,0.00021102468076443037,3.067439989142067e-05
1.1065347607227827,1.1146000027656555,1.1313250064849854,0.0002705555235654202,3.0360035922489207e-05
1.123257892060481,1.1313250064849854,1.1485500037670135,0.0002009001698842809,2.957420834206459e-05
1.1402337611626583,1.1485500037670135,1.1657750010490417,0.00012362226021403502,2.91843608005681e-05
1.157466187671477,1.1657750010490417,1.18299999833107,0.00011254727796043694,2.9949578270915013e-05
1.1743702972498922,1.18299999833107,1.2006999850273132,0.00019276310601424882,2.8417319024365826e-05
1.1915241608610676,1.2006999850273132,1.218400001525879,0.0001772135657963402,2.9336737577115468e-05
1.2095317424946554,1.218400001525879,1.236600011587143,0.0002522057387122685,2.8729203412012964e-05
1.2278114738730457,1.236600011587143,1.2552500069141388,0.00020634417892955847,2.8981533567335316e-05
1.2463674680129002,1.2552500069141388,1.273925006389618,0.0002579605670359647,2.9173482369938992e-05
1.264569928247731,1.273925006389618,1.2930999994277954,0.0002340020237392513,2.8866196362481936e-05
1.2830413253247503,1.2930999994277954,1.3122499883174896,0.0002424940207553876,2.9105406861810576e-05
1.3024320117782628,1.3122499883174896,1.3316499888896942,0.00017396329783690034,2.941713434127011e-05
1.322115750929077,1.3316499888896942,1.3513000011444092,0.00028094587128986816,2.9864530202993035e-05
1.3414244700666988,1.3513000011444092,1.3714250028133392,0.00016220281503623587,2.9696442092030327e-05
1.3610184707478368,1.3714250028133392,1.3920250236988068,0.00014290977704642423,3.015515019703646e-05
1.3815876308386532,1.3920250236988068,1.412625014781952,0.0001496562117784261,3.067524720043091e-05
1.4024676539750076,1.412625014781952,1.4334999918937683,0.00015669784258554208,3.05867732996725e-05
1.4229498651665755,1.4334999918937683,1.4546000063419342,0.0001214897698003829,3.3293145962697666e-05
1.4437346959561261,1.4546000063419342,1.4761750102043152,0.0001551889393446204,3.236346742082411e-05
1.4655539517032163,1.4761750102043152,1.4980000257492065,0.00012570694517707084,3.3055197239199495e-05
1.4869575009874512,1.4980000257492065,1.520050048828125,0.00012851032594620788,3.320662940813979e-05
1.5086772824118382,1.520050048828125,1.5426000356674194,0.0001844223027353785,3.2839908529201885e-05
1.5314780196643207,1.5426000356674194,1.5654000341892242,0.0001735253320225548,3.259406539716308e-05
1.5538443509983024,1.5654000341892242,1.588450014591217,0.00017768253176368376,3.3434235152175156e-05
1.5765411393387943,1.588450014591217,1.6119750142097473,0.00026306763380484007,3.407863346182247e-05
1.6003675074460517,1.6119750142097473,1.6362000107765198,0.00021361655388160906,3.578313040785146e-05
1.6245539649940646,1.6362000107765198,1.6606999933719635,0.00018147864466422277,3.590900632706195e-05
1.6491059540377953,1.6606999933719635,1.6852000057697296,0.00026099582137738373,3.583224258436005e-05
1.6731901718321367,1.6852000057697296,1.7099249958992004,0.0002379237842530899,3.5813857119031245e-05
1.697630227980021,1.7099249958992004,1.735150009393692,0.00022750023512597614,3.7824916597797814e-05
1.7224231141161979,1.735150009393692,1.761350005865097,0.00020686519466104909,3.806754726547556e-05
1.7475823090051492,1.761350005865097,1.7878000140190125,0.00023348671176483577,3.833881912034386e-05
1.7739936333614164,1.7878000140190125,1.8142250180244446,0.00023322028234236167,3.946980451035532e-05
1.8008041137692539,1.8142250180244446,1.8409000039100647,0.00018060686103294464,3.993652310122681e-05
1.8280197826998543,1.8409000039100647,1.8680500090122223,0.0002152186361542769,4.106183721151473e-05
1.8547169312191136,1.8680500090122223,1.8957000076770782,0.00019687769799272086,4.3262741288779275e-05
1.8818085234962643,1.8957000076770782,1.9236000180244446,0.0001795441079297735,4.3859266773823526e-05
1.909291224784311,1.9236000180244446,1.9519750177860262,0.00023659744440780896,4.4447736029243883e-05
1.9371799761778574,1.9519750177860262,1.9805999994277954,0.00020247613716145162,4.515187848179921e-05
1.9664567023289767,1.9805999994277954,2.0097000002861023,0.0002061928976558954,4.65188863830443e-05
1.995175640239592,2.0097000002861023,2.0392749905586243,0.00022611156987930778,4.716111769174797e-05
2.024318893345673,2.0392749905586243,2.069350004196167,0.00018081565714542222,4.733404409994945e-05
2.0549125555824586,2.069350004196167,2.100400030612946,0.00028435349873288436,4.745994471066786e-05
2.084923338950142,2.100400030612946,2.1319000124931335,0.0003472278569187666,4.8201328019935814e-05
2.115377524209985,2.1319000124931335,2.163425028324127,0.00016117013980765214,5.014979430846493e-05
2.147347361418795,2.163425028324127,2.195450007915497,0.0002866451567443545,5.0989161453893755e-05
2.1798003608430663,2.195450007915497,2.2279250025749207,0.0002641199816660923,5.1716314037038226e-05
2.211635056794647,2.2279250025749207,2.2609000205993652,0.00037947066209836444,5.341800478935398e-05
2.2439401024951455,2.2609000205993652,2.294849991798401,0.00043002253405634956,5.452253574565978e-05
2.277852914256642,2.294849991798401,2.3292749524116516,0.00044653541297809987,5.648701898713582e-05
2.312278252533578,2.3292749524116516,2.363724946975708,0.0001757043989055227,5.8060999758945094e-05
2.3472238631723097,2.363724946975708,2.3986499905586243,0.00015919113534551717,5.9989715016324345e-05
2.3815036804237804,2.3986499905586243,2.4340500235557556,0.00014919343047657758,6.259530187172714e-05
2.4162899734858385,2.4340500235557556,2.469950020313263,0.00022615058924090232,6.534635417348322e-05
2.451578460458581,2.469950020313263,2.5067999958992004,0.00023968405738750414,6.517067991935008e-05
2.4873883260872756,2.5067999958992004,2.5441499948501587,0.00021928025767985974,6.671544036603362e-05
2.5249803865823943,2.5441499948501587,2.581999957561493,0.00014947502628228311,7.014205610056708e-05
2.5631405783167813,2.581999957561493,2.6202999353408813,0.0001244803978219444,7.188060145094808e-05
2.601877487494577,2.6202999353408813,2.6593249440193176,0.0001508725415771462,7.440957569152836e-05
2.639876370422382,2.6593249440193176,2.6988499760627747,0.00043723020164430557,7.818217652164174e-05
2.6784366774351636,2.6988499760627747,2.7386249899864197,0.00024299415516260353,8.000753246733712e-05
2.7189160640088086,2.7386249899864197,2.7837250232696538,0.00031215505571331086,7.819265080620716e-05
2.7613911336150316,2.7837250232696538,0.911550013422966,0.000261118349554602,0.00011187594628222
